,popularity,vote_count,id_x,adult,original_language,title,vote_average,overview,MPAA,year,month,studio,production_budget,domestic_gross,worldwide_gross,tconst,primary_title,original_title,start_year,runtime_minutes,genres,avg_rating_imdb,num_votes_imdb,actors,directors,producers,editors,writers
2377,6.373,50,367206,False,zh,sword master,5.9,"Weary of the bloodshed and violence from the martial arts world, a powerful swordsman banishes himself to the humble life a vagrant, wandering the fringes of society. But his violent past refuses to let him go quietly. The master swordsman must regain the ability to wield his sword and fight those disrupting the peace he so desperately craves.",,2016,12,WGUSA,,,,tt5269396,sword master,San shao ye de jian,2016,108.0,"Action,Drama",6.1,1805,"Peter Ho,Yiyan Jiang,Kenny Lin,Mengjie Jiang",Tung-Shing Yee,,,"Tin Nam Chun,Hark Tsui,Lung Ku"
2378,11.319,907,368031,False,en,friend request,5.5,"Enjoying college life as a popular student, Laura shares everything with her more  than 800 friends on Facebook. But one day, after accepting a friend request from a  social outcast named Marina, Laura’s life is cursed...",R,2016,01,,,,,tt3352390,friend request,Friend Request,2016,92.0,"Horror,Thriller",5.3,21704,"William Moseley,Brit Morgan,Connor Paolo,Alycia Debnam-Carey",Simon Verhoeven,"Quirin Berg,Max Wiedemann",,"Philip Koch,Matthew Ballen"
2379,7.621,115,368942,False,en,a quiet passion,6.3,"The story of American poet Emily Dickinson from her early days as a young schoolgirl to her later years as a reclusive, unrecognized artist.",,2016,10,,,,,tt2392830,a quiet passion,A Quiet Passion,2016,125.0,"Biography,Drama",6.5,4582,"Emma Bell,Sara Vertongen,Rose Williams,Benjamin Wainwright",Terence Davies,"Roy Boulter,Sol Papadopoulos",Pia Di Ciaula,
2380,8.551,108,368993,False,en,mascots,5.6,Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot.,,2016,10,,,,,tt4936176,mascots,Mascots,2016,89.0,Comedy,5.7,6110,"Zach Woods,Wayne Wilderson,Sarah Baker,Michael Hitchcock",Christopher Guest,"Ted Sarandos,Karen Murphy",,Jim Piddock
2381,9.024,118,369033,False,en,rebirth,4.8,A man's life is turned inside out after a visit from his college friend leads him into the unexpected.,,2016,04,,,,,tt4902716,rebirth,Rebirth,2016,100.0,Thriller,5.0,3289,"Adam Goldberg,Fran Kranz,Nicky Whelan,Kat Foster",Karl Mueller,Ross M. Dinerstein,Saul Herckis,
2382,13.336,1276,369192,False,en,battle of the sexes,6.8,The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,PG-13,2017,09,FoxS,"$25,000,000","$12,638,526","$18,445,379",tt4622512,battle of the sexes,Battle of the Sexes,2017,121.0,"Biography,Comedy,Drama",6.7,43245,"Andrea Riseborough,Emma Stone,Sarah Silverman,Steve Carell","Jonathan Dayton,Valerie Faris","Danny Boyle,Christian Colson,Robert Graf",,Simon Beaufoy
2383,12.9,37,369196,False,en,i spit on your grave: deja vu,2.9,"Following her rape, Jennifer Hills wrote a bestselling account of her ordeal and of the controversial trial in which she was accused of taking the law into her own hands and brutally killing her assailants. In the small town where the rape and revenge took place, the relatives of the four rapists she killed are furious that the court declared her not guilty and resolve to take justice into their own hands.",,2019,04,,,,,tt4058836,i spit on your grave: deja vu,I Spit on Your Grave: Deja Vu,2019,148.0,"Horror,Thriller",2.4,920,"Maria Olsen,Jim Tavaré,Jamie Bernadette,Camille Keaton",Meir Zarchi,"Terry Zarchi,Jan O'Connell",,
2384,6.271,277,369230,False,it,them who?,6.6,"David's life is changed forever after his meeting with Marcello, a clever con man.",,2015,11,,,,,tt3734678,them who?,Loro chi?,2015,95.0,Comedy,6.5,1131,"Marco Giallini,Ivano Marescotti,Edoardo Leo,Catrinel Marlon","Fabio Bonifacci,Francesco Miccichè",Roberto Sessa,Patrizio Marone,
2385,11.248,374,369300,False,en,the limehouse golem,6.1,A series of murders has shaken the community to the point where people believe that only a legendary creature from dark times – the mythical Golem – must be responsible.,,2016,10,,,,,tt4733640,the limehouse golem,The Limehouse Golem,2016,109.0,"Crime,Mystery,Thriller",6.3,14585,"Sam Reid,María Valverde,Olivia Cooke,Douglas Booth",Juan Carlos Medina,"Elizabeth Karlsen,Joanna Laurie,Stephen Woolley",,"Jane Goldman,Peter Ackroyd"
2386,10.13,256,369523,False,en,the tale,7.2,An investigation into one woman’s memory as she‘s forced to re-examine her first sexual relationship and the stories we tell ourselves in order to survive.,,2018,01,,,,,tt4015500,the tale,The Tale,2018,114.0,"Drama,Mystery,Thriller",7.3,10178,"Common,Ellen Burstyn,Laura Dern,Elizabeth Debicki",Jennifer Fox,"Mynette Louie,Sol Bondy,Oren Moverman,Lawrence Inglee,Simone Pero",,
2387,12.237,93,369524,False,en,the comedian,5.7,"An aging comic icon, Jackie Burke, has seen better days. Despite his efforts to reinvent himself and his comic genius, the audience only wants to know him as the former television character he once played. Already a strain on his younger brother and his wife, Jackie is forced to serve out a sentence doing community service for accosting an audience member. While there, he meets Harmony, the daughter of a sleazy Florida real estate mogul, and the two find inspiration in one another, resulting in surprising consequences.",R,2016,12,,,,,tt1967614,the comedian,The Comedian,2016,120.0,Comedy,5.7,5875,"Leslie Mann,Edie Falco,Robert De Niro,Danny DeVito",Taylor Hackford,Mark Canton,,"Art Linson,Richard LaGravenese,Jeffrey Ross,Lewis Friedman"
2388,11.712,1464,369557,False,en,sing street,7.9,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,,2016,03,Wein.,,,,tt3544112,sing street,Sing Street,2016,106.0,"Comedy,Drama,Music",8.0,74651,"Aidan Gillen,Jack Reynor,Maria Doyle Kennedy,Ferdia Walsh-Peelo",John Carney,"Martina Niland,Anthony Bregman",Andrew Marcus,Simon Carmody
2389,14.094,115,369560,False,en,drunk parents,4.8,Two drunk parents attempt to hide their ever increasing financial difficulties from their daughter and social circle through elaborate neighborhood schemes.,R,2019,02,,,,,tt5037840,drunk parents,Drunk Parents,2019,97.0,Comedy,3.6,1807,"Alec Baldwin,Salma Hayek,Jim Gaffigan,Joe Manganiello",Fred Wolf,"Aaron L. Gilbert,Robert Ogden Barnum",,Peter Gaulke
2390,9.224,97,369698,False,ru,viking,5.0,"The early Middle Ages. A time of heavy swords and dark blood law. The ruling clan is in discord. The guilt for the accidental death of the brother has fallen on the Grand Duke. According to the law, revenge must be taken by the younger brother, a bastard. For the refusal to kill, he has to pay with eve- rything he had, because “for peace you need more swords than for a war”...",,2016,12,,,,,tt5157456,viking,Viking,2016,142.0,"Action,Drama,History",4.6,3622,"Rostislav Bershauer,Anton Adasinsky,Vilen Babichev,Aleksandr Armer",Andrey Kravchuk,"Konstantin Ernst,Anatoliy Maksimov",,"Johan Melin,Andrey Rubanov,Viktor Smirnov"
2391,9.902,259,369883,False,en,middle school: the worst years of my life,6.9,A quiet teenage artist Rafe Katchadorian has a wild imagination and is sick of middle school and the rules that have been put before him. Rafe and his best friend Leo have come up with a plan: break every rule in the school hand book and as you expect trouble follows.,PG,2016,10,LGF,"$8,500,000","$20,007,149","$23,311,293",tt4981636,middle school: the worst years of my life,Middle School: The Worst Years of My Life,2016,92.0,"Comedy,Family",6.1,6413,"Lauren Graham,Andrew Daly,Griffin Gluck,Alexa Nisenson",Steve Carr,,,"Hubbel Palmer,James Patterson,Kara Holden,Chris Bowman,Chris Tebbetts"
2392,24.035,3292,369885,False,en,allied,6.7,"In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",R,2016,11,Par.,"$106,000,000","$40,098,064","$119,266,661",tt3640424,allied,Allied,2016,124.0,"Action,Drama,Romance",7.1,125741,"Marion Cotillard,Brad Pitt,Jared Harris,Vincent Ebrahim",Robert Zemeckis,"Graham King,Steve Starkey",,Steven Knight
2393,25.546,3441,369972,False,en,first man,7.1,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",PG-13,2018,10,Uni.,"$60,000,000","$44,936,545","$105,203,825",tt1213641,first man,First Man,2018,141.0,"Biography,Drama,History",7.4,120009,"Ryan Gosling,Kyle Chandler,Jason Clarke,Claire Foy",Damien Chazelle,"Wyck Godfrey,Marty Bowen,Isaac Klausner",,"Josh Singer,James R. Hansen"
2394,15.072,458,370567,False,en,sherlock gnomes,5.4,"Garden gnomes, Gnomeo & Juliet, recruit renown detective, Sherlock Gnomes, to investigate the mysterious disappearance of other garden ornaments.",PG,2018,03,Par.,"$59,000,000","$43,242,871","$87,527,651",tt2296777,sherlock gnomes,Sherlock Gnomes,2018,86.0,"Adventure,Animation,Comedy",5.1,8030,"Johnny Depp,Emily Blunt,James McAvoy,Kelly Asbury",John Stevenson,,,"Kathy Greenberg,Ben Zazove,Andy Riley,Kevin Cecil,Emily Cook"
2395,19.035,556,370663,False,en,below her mouth,6.2,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,,2016,09,,,,,tt5073620,below her mouth,Below Her Mouth,2016,94.0,"Drama,Romance",5.5,7610,"Sebastian Pigott,Erika Linder,Natalie Krill,Mayko Nguyen",April Mullen,Melissa Coghlan,Michelle Szemberg,Stephanie Fabrizi
2396,9.986,1029,370755,False,en,paterson,7.1,"A week in the life of Paterson, a poet bus driver, and his wife Laura, a very creative artist, who live in Paterson, New Jersey, hometown of many famous poets and artists.",,2016,11,BST,"$5,000,000","$2,141,423","$10,727,536",tt5247022,paterson,Paterson,2016,118.0,"Comedy,Drama,Romance",7.4,55285,"Adam Driver,Golshifteh Farahani,Rizwan Manji,Nellie",Jim Jarmusch,"Joshua Astrachan,Carter Logan",,"William Carlos Williams,Ron Padgett"
2397,17.129,822,371608,False,en,the strangers: prey at night,5.4,"A family’s road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked psychopaths pay them a visit to test the family’s every limit as they struggle to survive.",NR,2018,03,,"$5,000,000","$24,431,472","$29,960,051",tt1285009,the strangers: prey at night,The Strangers: Prey at Night,2018,85.0,Horror,5.2,21614,"Christina Hendricks,Bailee Madison,Martin Henderson,Lewis Pullman",Johannes Roberts,"Robert Jones,Wayne Marc Godfrey,James Harris",,"Bryan Bertino,Ben Ketai"
2398,18.861,2441,371638,False,en,the disaster artist,7.2,"An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made.",R,2017,03,A24,"$10,000,000","$21,120,616","$28,717,667",tt3521126,the disaster artist,The Disaster Artist,2017,104.0,"Biography,Comedy,Drama",7.4,111737,"James Franco,Seth Rogen,Ari Graynor,Dave Franco",,"Vince Jolivette,Evan Goldberg",,"Tom Bissell,Michael H. Weber,Scott Neustadter,Greg Sestero"
2399,13.812,1180,371645,False,en,hunt for the wilderpeople,7.8,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",PG-13,2016,03,Orch.,"$2,500,000","$5,205,471","$23,845,533",tt4698684,hunt for the wilderpeople,Hunt for the Wilderpeople,2016,101.0,"Adventure,Comedy,Drama",7.9,87532,"Sam Neill,Rachel House,Rima Te Wiata,Julian Dennison",Taika Waititi,"Matt Noonan,Leanne Saunders,Carthew Neal",,"Barry Crump,Te Arepa Kahi"
2400,40.065,5946,372058,False,ja,your name.,8.6,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",PG,2016,08,,,,,tt5311514,your name.,Kimi no na wa.,2016,106.0,"Animation,Drama,Fantasy",8.4,134084,"Aoi Yûki,Ryûnosuke Kamiki,Mone Kamishiraishi,Ryô Narita",Makoto Shinkai,"Genki Kawamura,Noritaka Kawaguchi,Kôichirô Itô,Katsuhiro Takei",,Clark Cheng
2401,16.123,1516,372343,False,en,the snowman,5.1,Detective Harry Hole investigates the disappearance of a woman whose pink scarf is found wrapped around an ominous looking snowman.,R,2017,10,Uni.,"$35,000,000","$6,670,765","$43,226,146",tt1758810,the snowman,The Snowman,2017,119.0,"Crime,Drama,Mystery",5.1,47890,"Michael Fassbender,Rebecca Ferguson,Charlotte Gainsbourg,Jonas Karlsson",Tomas Alfredson,Tim Bevan,,"Peter Straughan,Hossein Amini,Søren Sveistrup,Jo Nesbø"
2402,13.322,159,372411,False,en,absolutely fabulous: the movie,5.4,"Edina and Patsy are still oozing glitz and glamor, living the high life they are accustomed to; shopping, drinking and clubbing their way around London's trendiest hot-spots. Blamed for a major incident at an uber fashionable launch party, they become entangled in a media storm and are relentlessly pursued by the paparazzi. Fleeing penniless to the glamorous playground of the super-rich, the French Riviera, they hatch a plan to make their escape permanent and live the high life forever more!",,2016,07,FoxS,,,,tt2112096,absolutely fabulous: the movie,Absolutely Fabulous: The Movie,2016,91.0,"Comedy,Crime",5.4,10928,"Joanna Lumley,Jennifer Saunders,Jane Horrocks,Julia Sawalha",Mandie Fletcher,"Damian Jones,Jon Plowman",Anthony Boys,
2403,9.727,71,372782,False,zh,manhunt,5.7,"Accused of a murder he didn't commit, a prosecutor sets out on a mission to clear his name.",,2017,11,,,,,tt4537986,manhunt,Zhui bu,2017,106.0,"Action,Thriller",5.3,2152,"Hanyu Zhang,Masaharu Fukuyama,Ji-won Ha,Stephy Qi",John Woo,Gordon Chan,,Jukô Nishimura
2404,14.49,367,373314,False,en,misconduct,5.5,"An ambitious lawyer finds himself caught in a power struggle between a corrupt pharmaceutical executive and his firm’s senior partner. When the case takes a deadly turn, he must race to uncover the truth before he loses everything.",R,2016,02,,"$11,000,000",$0,"$2,352,511",tt3658772,misconduct,Misconduct,2016,106.0,"Crime,Drama,Mystery",5.3,13550,"Anthony Hopkins,Josh Duhamel,Alice Eve,Al Pacino",Shintaro Shimosawa,Ellen S. Wander,,"Adam Mason,Simon Boyes"
2405,7.68,53,373451,False,en,michael jackson's journey from motown to off the wall,7.3,Director Spike Lee chronicles Michael Jackson's early rise to fame.,,2016,02,,,,,tt5275844,michael jackson's journey from motown to off the wall,Michael Jackson's Journey from Motown to Off the Wall,2016,93.0,"Documentary,Music",7.4,1892,,Spike Lee,,Ryan Denmark,
2406,10.973,105,373476,False,en,complete unknown,5.0,"Tom’s birthday dinner party is turned upside down by the unexpected arrival of Alice, an old flame who changed her identity and vanished without a trace 15 years prior.",,2016,08,,,,,tt4230700,complete unknown,Complete Unknown,2016,91.0,"Drama,Mystery",5.4,5177,"Rachel Weisz,Erin Darke,Hansel Tan,FaTye",Joshua Marston,"Lars Knudsen,Jay Van Hoy,Lucas Joaquin",,Julian Sheppard
2407,10.747,575,373569,False,en,snatched,5.3,"When her boyfriend dumps Emily, a spontaneous woman in her 30s, she persuades her ultra-cautious mom to accompany her on a vacation to Ecuador. When these two very different women are trapped on this wild journey, their bond as mother and daughter is tested and strengthened while they attempt to navigate the jungle and escape.",R,2017,05,Fox,"$42,000,000","$45,852,178","$57,852,177",tt2334871,snatched,Snatched,2017,90.0,"Action,Adventure,Comedy",4.5,29997,"Goldie Hawn,Amy Schumer,Kim Caramele,Raven Goodwin",Jonathan Levine,"Paul Feig,Peter Chernin,Jenno Topping,Jessie Henderson",,Katie Dippold
2408,29.262,2713,373571,False,en,godzilla: king of the monsters,6.3,"Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species - thought to be mere myths - rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.",PG-13,2019,05,,"$170,000,000","$85,576,941","$299,276,941",tt3741700,godzilla: king of the monsters,Godzilla: King of the Monsters,2019,132.0,"Action,Adventure,Fantasy",6.7,36479,"Vera Farmiga,Ken Watanabe,Kyle Chandler,Millie Bobby Brown",Michael Dougherty,"Mary Parent,Jon Jashni,Alex Garcia",,"Max Borenstein,Zach Shields"
2409,11.002,215,374205,False,ja,one piece film: gold,7.1,"The Straw Hat Pirates are taking on Gild Tesoro, one of the richest men in the world.",PG-13,2016,07,,,,,tt5251328,one piece film: gold,One Piece Film: Gold,2016,120.0,"Action,Adventure,Animation",7.3,2931,"Kappei Yamaguchi,Mayumi Tanaka,Kazuya Nakai,Akemi Okamura",Hiroaki Miyamoto,,,"Tsutomu Kuroiwa,Clint Bickham,Eiichiro Oda"
2410,6.706,153,374458,False,ro,graduation,6.7,"Romeo Aldea, a physician living in a small mountain town in Transylvania, has raised his daughter Eliza with the idea that once she turns 18, she will leave to study and live abroad. His plan is close to succeeding. Eliza has won a scholarship to study psychology in the UK. She just has to pass her final exams – a formality for such a good student. On the day before her first written exam, Eliza is assaulted in an attack that could jeopardize her entire future. Now Romeo has to make a decision. There are ways of solving the situation, but none of them using the principles he, as a father, has taught his daughter.",R,2016,05,,,,,tt4936450,graduation,Bacalaureat,2016,128.0,"Crime,Drama",7.4,10355,"Maria Dragus,Lia Bugnar,Adrian Titieni,Mãlina Manovici",Cristian Mungiu,,Mircea Olteanu,
2411,10.401,294,374461,False,en,mr. church,7.2,"A unique friendship develops when a little girl and her dying mother inherit a cook - Mr. Church. What begins as an arrangement that should only last six months, instead spans fifteen years.",PG-13,2016,09,,,,,tt4196848,mr. church,Mr. Church,2016,104.0,"Comedy,Drama",7.7,22885,"Natascha McElhone,Eddie Murphy,Xavier Samuel,Britt Robertson",Bruce Beresford,"Courtney Solomon,Mark Canton,Lee Nelson,David Buelow",,Susan McMartin
2412,7.222,131,374464,False,fr,planetarium,4.5,"Two American sisters, Laura and Kate, perform public seánces in Paris when they meet a French film producer who wants Laura to become in a movie star while gets obsessed with discovering the truth behind Kate's supernatural gift to summon the ghosts.",,2016,10,,,,,tt4680196,planetarium,Planetarium,2016,105.0,"Drama,Fantasy,Mystery",4.6,2476,"Emmanuel Salinger,Natalie Portman,Amira Casar,Lily-Rose Depp",Rebecca Zlotowski,Frédéric Jouve,Julien Lacheray,Robin Campillo
2413,13.783,848,374473,False,en,"i, daniel blake",7.7,"A middle aged carpenter, who requires state welfare after injuring himself, is joined by a single mother in a similar scenario.",,2016,10,,,,,tt5168192,"i, daniel blake","I, Daniel Blake",2016,100.0,Drama,7.9,44200,"Dave Johns,Hayley Squires,Sharon Percy,Briana Shann","Ken Loach,Laura Obiols",Rebecca O'Brien,,Paul Laverty
2414,9.281,605,374475,False,de,toni erdmann,7.0,Without warning a father comes to visit his daughter abroad. He believes that she lost her humor and therefore surprises her with a rampage of jokes.,,2016,07,SPC,,,,tt4048272,toni erdmann,Toni Erdmann,2016,162.0,"Comedy,Drama",7.4,38095,"Sandra Hüller,Thomas Loibl,Peter Simonischek,Michael Wittenborn",Maren Ade,"Michel Merkt,Janine Jackowski,Jonas Dornbach",Heike Parplies,
2415,10.491,831,374617,False,en,imperium,6.4,"Nate Foster, a young, idealistic FBI agent, goes undercover to take down a radical white supremacy terrorist group. The bright up-and-coming analyst must confront the challenge of sticking to a new identity while maintaining his real principles as he navigates the dangerous underworld of white supremacy. Inspired by real events.",R,2016,08,,,,,tt4781612,imperium,Imperium,2016,109.0,"Crime,Drama,Thriller",6.5,37199,"Daniel Radcliffe,Toni Collette,Tracy Letts,Sam Trammell",Daniel Ragussis,"Simon Taufique,Dennis Lee,Ty Walker",,"Michael German,Joe Turner Lin"
2416,7.348,156,374671,False,ja,after the storm,7.2,"Ryota is an unpopular writer although he won a literary award 15 years ago. Now, Ryota works as a private detective. He is divorced from his ex-wife Kyoko and he has an 11-year-old son Shingo. His mother Yoshiko lives alone at her apartment. One day, Ryota, his ex-wife Kyoko, and son Shingo gather at Yoshiko's apartment. A typhoon passes and the family must stay there all night long.",,2016,05,,,,,tt5294966,after the storm,Umi yori mo mada fukaku,2016,118.0,"Comedy,Drama",7.4,7268,"Yôko Maki,Hiroshi Abe,Lily Franky,Satomi Kobayashi",Hirokazu Koreeda,"Takashi Ishihara,Hijiri Taguchi,Kaoru Matsuzaki,Kazumi Kawashiro,Tsugihiko Fujiwara",,
2417,28.704,11218,374720,False,en,dunkirk,7.4,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",PG-13,2017,07,WB,"$150,000,000","$190,068,280","$499,837,368",tt5013056,dunkirk,Dunkirk,2017,106.0,"Action,Drama,History",7.9,466580,"Tom Hardy,Barry Keoghan,Mark Rylance,Fionn Whitehead",Christopher Nolan,Emma Thomas,Lee Smith,
2418,6.951,382,375012,False,fa,under the shadow,6.5,"After Shideh's building is hit by a missile during the Iran-Iraq War, a superstitious neighbor suggests that the missile was cursed and might be carrying malevolent Middle-Eastern spirits. She becomes convinced a supernatural force within the building is attempting to possess her daughter Dorsa, and she has no choice but to confront these forces if she is to save her daughter and herself.",,2016,10,,,,,tt4273292,under the shadow,Under the Shadow,2016,84.0,"Drama,Horror,Thriller",6.9,18718,"Bobby Naderi,Narges Rashidi,Arash Marandi,Avin Manshadi",Babak Anvari,"Oliver Roskill,Lucan Toh,Emily Leo",,
2419,14.379,99,375107,False,en,duck duck goose,6.1,"After he’s grounded by an injury, a high-flying bachelor is saddled with two wide-eyed orphans as they come face-to-face with the dangers and beauty of the outside world.",PG,2018,03,,,,,tt4940416,duck duck goose,Duck Duck Goose,2018,91.0,"Adventure,Animation,Comedy",5.7,2319,"Jim Gaffigan,Zendaya,Lance Lim,Greg Proops",Christopher Jenkins,Penney Finkelman Cox,,"Rob Muir,Ding Ding,Scott Atkinson,Tegan West"
2420,23.566,3370,375262,False,en,the favourite,7.6,"England, early 18th century. The close relationship between Queen Anne and Sarah Churchill is threatened by the arrival of Sarah's cousin, Abigail Hill, resulting in a bitter rivalry between the two cousins to be the Queen's favourite.",R,2018,11,FoxS,"$15,000,000","$34,366,783","$94,113,929",tt5083738,the favourite,The Favourite,2018,119.0,"Biography,Drama,History",7.6,116011,"Emma Stone,Rachel Weisz,Nicholas Hoult,Olivia Colman",Yorgos Lanthimos,"Ed Guiney,Ceci Dempsey,Lee Magiday",,"Tony McNamara,Deborah Davis"
2421,9.446,116,375290,False,hi,airlift,7.2,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",,2016,01,,,,,tt4387040,airlift,Airlift,2016,130.0,"Drama,History",8.1,48323,"Akshay Kumar,Kumud Mishra,Nimrat Kaur,Prakash Belawadi",Raja Menon,Monisha Advani,,"Suresh Nair,Ritesh Shah,Sonu Sinha,Rahul Nangia"
2422,9.143,512,375315,False,fa,the salesman,7.3,"Forced out of their apartment due to dangerous works on a neighboring building, Emad and Rana move into a new flat in the center of Tehran. An incident linked to the previous tenant will dramatically change the young couple’s life.",PG-13,2016,06,,,,,tt5186714,the salesman,Forushande,2016,124.0,"Drama,Thriller",7.8,41497,"Shahab Hosseini,Taraneh Alidoosti,Mina Sadati,Babak Karimi",Asghar Farhadi,Alexandre Mallet-Guy,Hayedeh Safiyari,
2423,14.578,151,375327,False,en,submergence,5.2,"While James More is held captive by terrorists in Somalia, thousands of miles away on the Greenland Sea, his lover Danny Flinders prepares to dive herself in a submersible into the deep bottom of the ocean, tormented by the memories of their brief encounter in France and her inability to know his whereabouts.",,2017,09,,,,,tt3563262,submergence,Submergence,2017,112.0,"Drama,Romance,Thriller",5.4,5480,"Alicia Vikander,Jannik Schümann,Celyn Jones,Jean-Pierre Lorit",Wim Wenders,Cameron Lamb,,"Erin Dignam,J.M. Ledgard"
2424,12.196,284,375355,False,en,don't hang up,5.9,An evening of drunken prank calls becomes a nightmare for a pair of teenagers when a mysterious stranger turns their own game against them.,,2016,10,,,,,tt3610746,don't hang up,Don't Hang Up,2016,83.0,"Horror,Thriller",5.6,10798,"Gregg Sulkin,Bella Dayne,Sienna Guillory,Garrett Clayton","Damien Macé,Alexis Wajsbrot","Jason Newmark,Laurie Cook,Farah Abushwesha",,Joe Johnson
2425,15.692,1242,375366,False,en,the girl with all the gifts,6.4,"In the future, a strange fungus has changed nearly everyone into a thoughtless, flesh-eating monster. When a scientist and a teacher find a girl who seems to be immune to the fungus, they all begin a journey to save humanity.",R,2016,09,,,,,tt4547056,the girl with all the gifts,The Girl with All the Gifts,2016,111.0,"Drama,Horror,Sci-Fi",6.7,46545,"Paddy Considine,Fisayo Akinade,Sennia Nanua,Dominique Tipper",Colm McCarthy,"Angus Lamont,Camille Gatin",,Mike Carey
2426,7.406,717,375572,False,it,italian race,7.6,"Giulia De Martino is a pilot. At seventeen she partecipates in the GT Championship, under the guidance of her father Mario. But one day everything changes and Giulia has to face alone both the track and her own life.",,2016,04,,,,,tt4300480,italian race,Veloce come il vento,2016,118.0,"Drama,Sport",7.4,3639,"Stefano Accorsi,Paolo Graziosi,Matilda De Angelis,Lorenzo Gioielli",Matteo Rovere,Domenico Procacci,,"Filippo Gravino,Francesca Manieri"
2427,23.926,1935,375588,False,en,robin hood,5.9,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,PG-13,2018,11,,"$99,000,000","$30,824,628","$84,747,441",tt4532826,robin hood,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588,"Taron Egerton,Jamie Foxx,Ben Mendelsohn,Eve Hewson",Otto Bathurst,"Leonardo DiCaprio,Jennifer Davisson",,"Ben Chandler,David James Kelly"
2428,23.926,1935,375588,False,en,robin hood,5.9,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,PG-13,2018,11,,"$99,000,000","$30,824,628","$84,747,441",tt6858500,robin hood,Robin Hood,2018,,,7.6,5,"Jamie B. Chambers,Cara Middleton,Joseph Rhys Blake,Joseph Steyne,Andrew Swift,Victoria Gibson,Johnny Byrom,Gary Starr,Sophie Mort,Jamie Dunning",,,,
2429,6.604,299,375794,False,es,no manches frida,7.6,"After his release from prison, bank robber Zequi sets off to recover the stolen money that was buried by his dizzy accomplice. He's horrified to learn that a high school gymnasium is now standing over the site where the loot is stashed. Needing to infiltrate the building, Zequi lands a job as a substitute teacher for a group of wild and unruly students. As the ex-con tries to lay down the law, he starts to realize that life in jail may have been easier than trying to deal with rebellious teens.",PG-13,2016,09,PNT,,,,tt5259966,no manches frida,No manches Frida,2016,114.0,Comedy,5.6,1595,"Martha Higareda,Omar Chaparro,Mónica Dionne,Rocio Garcia",Nacho G. Velilla,Edward Allen,,"Bora Dagtekin,Laurence Rosenthal,Claudio Herrera,Sergio Sánchez"
2430,11.928,129,375867,False,en,paris can wait,5.4,"A woman at a crossroads traveling to Cannes along with her successful film producer husband, finds herself on a two-day road trip with his business associate. What follows is a carefree journey replete with diversions involving picturesque sites, fine food and wine, humor, wisdom and romance - reawakening Anne's senses and a new lust for life.",,2016,09,,,,,tt4429194,paris can wait,Bonjour Anne,2016,92.0,"Comedy,Drama,Romance",5.8,6416,"Alec Baldwin,Diane Lane,Arnaud Viard,Elise Tielrooy",Eleanor Coppola,Fred Roos,Glen Scantlebury,
2431,6.319,106,375872,False,es,heroes wanted,4.7,Agents from diverse Spanish local police forces are called to form a special team.,,2016,08,,,,,tt4806012,heroes wanted,Cuerpo de élite,2016,95.0,"Action,Comedy",4.6,1504,"María León,Jordi Sánchez,Miki Esparbé,Andoni Agirregomezkorta",Joaquín Mazón,"Mercedes Gamero,Mikel Lejarza,Fernando Bovaira",,"Cristóbal Garrido,Adolfo Valor"
