,popularity,vote_count,id_x,adult,original_language,title,vote_average,overview,MPAA,year,month,studio,production_budget,domestic_gross,worldwide_gross,tconst,primary_title,original_title,start_year,runtime_minutes,genres,avg_rating_imdb,num_votes_imdb,actors,directors,producers,editors,writers,primary_genre,secondary_genre,new_genre,worldwide_gross_z,domestic_gross_z
125,10.894,256,38093,False,en,just wright,6.3,A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.,PG,2010,05,FoxS,12.0,21.54,21.87,tt1407061,just wright,Just Wright,2010,100.0,"Comedy,Romance,Sport",5.9,12466,"Common,Queen Latifah,Paula Patton,James Pickens Jr.",Sanaa Hamri,"Debra Martin Chase,Shakim Compere",,Michael Elliot,Comedy,Romance,Comedy,-0.6206657185175823,-0.545692751177952
126,15.314,2128,38117,False,en,beastly,6.3,"A curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of Beauty and the Beast. Wealthy Kyle Kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. When Kyle invites his misfit classmate Kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. Later, Kyle blows Kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist.",PG-13,2011,01,CBS,17.0,27.87,38.03,tt1152398,beastly,Beastly,2011,86.0,"Drama,Fantasy,Romance",5.6,72599,"Alex Pettyfer,Vanessa Hudgens,Mary-Kate Olsen,Justin Bradley",Daniel Barnz,Susan Cartsonis,Thomas J. Nordberg,Alex Flinn,Drama,Fantasy,Drama,-0.5491457843164151,-0.4675143928961259
127,18.384,1570,38167,False,en,eat pray love,6.1,"Liz Gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali.",PG-13,2010,08,Sony,60.0,80.57,206.6,tt0879870,eat pray love,Eat Pray Love,2010,133.0,"Drama,Romance",5.8,77709,"Javier Bardem,Richard Jenkins,Viola Davis,Julia Roberts",Ryan Murphy,Dede Gardner,,"Jennifer Salt,Elizabeth Gilbert",Drama,Romance,Drama,0.19690095505801297,0.1833544035418249
129,10.103,890,38303,False,en,you again,6.3,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",PG,2010,09,BV,20.0,25.7,32.84,tt1414382,you again,You Again,2010,105.0,"Comedy,Family,Romance",5.8,46690,"Odette Annable,Sigourney Weaver,Kristen Bell,Jamie Lee Curtis",Andy Fickman,"John J. Strauss,Eric Tannenbaum",,Moe Jelline,Comedy,Family,Comedy,-0.5721153671446365,-0.49431487274945335
130,13.534,1075,38317,False,en,zookeeper,5.4,"Kindhearted Griffin Keyes is one of the best-loved caretakers at the Franklin Park Zoo, but since he is more comfortable with the animals than with females of his own species, his love life is lacking. When Griffin decides that the only way to get a girlfriend is to find a more-glamorous career, the animals panic. To keep him from leaving, they reveal their secret ability to talk and offer to teach him the rules of courtship, animal-style.",PG,2011,07,Sony,80.0,80.36,170.81,tt1222817,zookeeper,Zookeeper,2011,102.0,"Comedy,Family,Romance",5.2,52396,"Leslie Bibb,Rosario Dawson,Kevin James,Ken Jeong",Frank Coraci,Walt Becker,,"David Ronn,Jay Scherick,Nick Bakay,Rock Reuben",Comedy,Family,Comedy,0.03850377405183881,0.1807608087173094
131,12.233,847,38319,False,en,your highness,5.3,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",R,2011,04,Uni.,50.0,21.6,26.12,tt1240982,your highness,Your Highness,2011,102.0,"Adventure,Comedy,Fantasy",5.5,92940,"James Franco,Natalie Portman,Danny McBride,Rasmus Hardiker",David Gordon Green,Scott Stuber,Craig Alpert,Ben Best,Adventure,Comedy,Adventure,-0.6018563298817555,-0.5449517240852332
132,14.066,1428,38321,False,en,priest,5.6,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.",PG-13,2011,05,SGem,60.0,29.14,84.15,tt0822847,priest,Priest,2011,87.0,"Action,Adventure,Fantasy",5.7,108320,"Paul Bettany,Cam Gigandet,Karl Urban,Maggie Q",Scott Stewart,"Michael De Luca,Mitchell Peck,Joshua Donen",,"Cory Goodman,Min-Woo Hyung",Action,Adventure,Action,-0.3450307245789255,-0.4518293194335795
133,13.476,818,38322,False,en,"big mommas: like father, like son",5.6,"FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.",PG-13,2011,02,Fox,32.0,37.92,82.33,tt1464174,"big mommas: like father, like son","Big Mommas: Like Father, Like Son",2011,107.0,"Action,Comedy,Crime",4.4,23520,"Brandon T. Jackson,Martin Lawrence,Jessica Lucas,Michelle Ang",John Whitesell,"Michael Green,David T. Friendly",,"Darryl Quarles,Don Rhymer,Matthew Fogel",Action,Comedy,Action,-0.35308556865356194,-0.3433923548657387
134,11.571,933,38357,False,en,morning glory,6.3,"A young and devoted morning television producer is hired as an executive producer on a  long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air, she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories.",PG-13,2010,11,Par.,40.0,31.01,59.8,tt1126618,morning glory,Morning Glory,2010,107.0,"Comedy,Drama,Romance",6.5,67367,"Rachel McAdams,Noah Bean,Harrison Ford,Diane Keaton",Roger Michell,"J.J. Abrams,Bryan Burk",,Aline Brosh McKenna,Comedy,Drama,Comedy,-0.4527974571159566,-0.4287339750438457
135,13.051,622,38358,False,en,the last exorcism,5.6,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",PG-13,2010,08,LGF,1.8,41.03,70.17,tt1320244,the last exorcism,The Last Exorcism,2010,87.0,"Drama,Horror,Thriller",5.6,45815,"Louis Herthum,Patrick Fabian,Ashley Bell,Iris Bahr",Daniel Stamm,"Marc Abraham,Eric Newman,Thomas A. Bliss",,"Huck Botko,Andrew Gurland",Drama,Horror,Drama,-0.40690254884453925,-0.3049824505598179
137,17.706,3876,38365,False,en,grown ups,6.2,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",PG-13,2010,06,Sony,75.0,162.0,272.22,tt1375670,grown ups,Grown Ups,2010,102.0,Comedy,6.0,210377,"Adam Sandler,Chris Rock,Kevin James,Salma Hayek",Dennis Dugan,Jack Giarraputo,Tom Costain,Fred Wolf,Comedy,,Comedy,0.4873179155951785,1.1890516728765943
139,18.745,2191,38408,False,en,life as we know it,6.9,"After a distastrous first date for caterer Holly and network sports director Messer, all they have is common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.",PG-13,2010,10,WB,38.0,53.37,105.89,tt1055292,life as we know it,Life as We Know It,2010,114.0,"Comedy,Drama,Romance",6.6,113077,"Josh Duhamel,Katherine Heigl,Josh Lucas,Alexis Clagett",Greg Berlanti,"Paul Brooks,Barry Josephson",,"Ian Deitchman,Kristin Robinson",Comedy,Drama,Comedy,-0.24881516953354338,-0.15257787849066587
143,15.561,3887,38575,False,en,the karate kid,6.4,"12-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",PG,2010,06,Sony,40.0,176.59,351.77,tt1155076,the karate kid,The Karate Kid,2010,140.0,"Action,Drama,Family",6.2,146401,"Taraji P. Henson,Jackie Chan,Jaden Smith,Wenwen Han",Harald Zwart,"Will Smith,James Lassiter,Jada Pinkett Smith",,"Christopher Murphey,Robert Mark Kamen",Action,Drama,Action,0.83938541347283,1.3692447609226988
144,14.472,484,38579,False,en,marmaduke,5.1,"When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style.",PG,2010,06,Fox,50.0,33.64,89.9,tt1392197,marmaduke,Marmaduke,2010,87.0,"Comedy,Family",4.2,13283,"Owen Wilson,Emma Stone,Lee Pace,Judy Greer",Tom Dey,John Davis,,"Tim Rasmussen,Vince Di Meglio,Brad Anderson,Phil Leeming",Comedy,Family,Comedy,-0.3195827281892775,-0.3962522874796748
146,15.809,1595,38745,False,en,gulliver's travels,5.1,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",PG,2010,12,Fox,112.0,42.78,232.02,tt1320261,gulliver's travels,Gulliver's Travels,2010,85.0,"Adventure,Comedy,Family",4.9,61178,"Jason Segel,Jack Black,Emily Blunt,Amanda Peet",Rob Letterman,"Gregory Goodman,John Davis",,"Nicholas Stoller,Joe Stillman,Jonathan Swift",Adventure,Comedy,Adventure,0.3094032277927699,-0.2833691603555216
147,21.195,7747,38757,False,en,tangled,7.6,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",PG,2010,11,BV,260.0,200.82,586.48,tt0398286,tangled,Tangled,2010,100.0,"Adventure,Animation,Comedy",7.8,366366,"Ron Perlman,Mandy Moore,Zachary Levi,Donna Murphy","Nathan Greno,Byron Howard",Roy Conli,,"Dan Fogelman,Jacob Grimm,Wilhelm Grimm",Adventure,Animation,Animation_Adventure,1.8781504974057484,1.6684962018656126
148,9.891,1142,38778,False,en,dinner for schmucks,5.6,"Rising executive Tim Conrad works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee.",PG-13,2010,07,P/DW,69.0,73.03,86.8,tt0427152,dinner for schmucks,Dinner for Schmucks,2010,114.0,Comedy,5.9,91546,"Paul Rudd,Steve Carell,Zach Galifianakis,Stephanie Szostak",Jay Roach,"Laurie MacDonald,Walter F. Parkes",,"David Guion,Michael Handelman,Francis Veber",Comedy,,Comedy,-0.3333025175471747,0.09023199889017129
149,8.638,543,38843,False,en,ramona and beezus,6.4,"Ramona is a little girl with a very big imagination and a nose for mischief. Her playful antics keep everyone in her loving family on their toes, including her older sister Beezus, who's just trying to survive her first year of high school. Through all the ups and downs of childhood, Ramona and Beezus learn that anything's possible when you believe in yourself and rely on each other.",G,2010,07,Fox,15.0,26.17,27.47,tt0493949,ramona and beezus,Ramona and Beezus,2010,103.0,"Adventure,Comedy,Family",6.6,16086,"Selena Gomez,Bridget Moynahan,Joey King,John Corbett",Elizabeth Allen Rosenbaum,"Denise Di Novi,Alison Greenspan",,"Laurie Craig,Nick Pustay,Beverly Cleary",Adventure,Comedy,Adventure,-0.5958815829033165,-0.4885101605231566
151,17.859,1119,39013,False,en,winter's bone,6.8,"17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth.",,2010,06,RAtt.,2.0,6.53,16.13,tt1399683,winter's bone,Winter's Bone,2010,100.0,"Drama,Mystery",7.2,127751,"John Hawkes,Jennifer Lawrence,Garret Dillahunt,Isaiah Stone",Debra Granik,Alix Madigan,,"Anne Rosellini,Daniel Woodrell",Drama,Mystery,Drama,-0.6460694575222049,-0.7310730288730874
152,8.829,239,39053,False,en,cyrus,6.0,"With John's social life at a standstill and his ex-wife about to get remarried, a down on his luck divorcée finally meets the woman of his dreams, only to discover she has another man in her life - her son. Before long, the two are locked in a battle of wits for the woman they both love-and it appears only one man can be left standing when it's over.",R,2010,06,FoxS,7.0,7.47,10.06,tt1327709,cyrus,Cyrus,2010,87.0,"Crime,Horror,Mystery",4.7,944,"Tiffany Shepis,Danielle Harris,Max Lesser,Brooke Parker",Mark Vadik,Joel Kastelberg,,,Crime,Horror,Crime,-0.672933690232668,-0.7194636044204941
154,10.718,464,39210,False,en,somewhere,6.1,"After withdrawing to the Chateau Marmont, a passionless Hollywood actor reexamines his life when his eleven-year-old daughter surprises him with a visit.",R,2010,09,Focus,7.0,1.79,17.02,tt1421051,somewhere,Somewhere,2010,97.0,"Comedy,Drama",6.3,40250,"Stephen Dorff,Elle Fanning,Chris Pontius,Erin Wasson",Sofia Coppola,"G. Mac Brown,Roman Coppola",Sarah Flack,,Comedy,Drama,Comedy,-0.6421305502549376,-0.7896141691978672
155,22.352,5439,39254,False,en,real steel,6.8,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",PG-13,2011,09,BV,110.0,85.46,263.88,tt0433035,real steel,Real Steel,2011,127.0,"Action,Drama,Family",7.1,283534,"Hugh Jackman,Anthony Mackie,Evangeline Lilly,Dakota Goyo",Shawn Levy,Susan Montford,,"Dan Gilroy,John Gatins,Jeremy Leven,Richard Matheson",Action,Drama,Action,0.4504072564839324,0.24374811159840137
159,16.018,2282,39451,False,en,little fockers,5.6,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",PG-13,2010,12,Uni.,100.0,148.44,310.65,tt0970866,little fockers,Little Fockers,2010,98.0,"Comedy,Romance",5.5,99222,"Owen Wilson,Ben Stiller,Teri Polo,Robert De Niro",Paul Weitz,Jay Roach,,"John Hamburg,Larry Stuckey,Greg Glienna,Mary Ruth Clarke",Comedy,Romance,Comedy,0.6573990462480778,1.0215795499221614
162,15.124,303,39486,False,en,secretariat,7.2,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",PG,2010,08,BV,35.0,59.7,60.38,tt1028576,secretariat,Secretariat,2010,123.0,"Biography,Drama,Family",7.2,24536,"Margo Martindale,John Malkovich,Diane Lane,Nelsan Ellis",Randall Wallace,"Mark Ciardi,Gordon Gray",,"Mike Rich,William Nack",Biography,Drama,Biography,-0.45023052878447906,-0.07439952020883982
163,17.773,3581,39513,False,en,paul,6.5,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",R,2011,02,Uni.,40.0,37.41,101.16,tt1092026,paul,Paul,2011,104.0,"Adventure,Comedy,Sci-Fi",7.0,220567,"Seth Rogen,Simon Pegg,Nick Frost,Mia Stallard",Greg Mottola,"Tim Bevan,Eric Fellner,Nira Park",,,Adventure,Comedy,Adventure,-0.269748912650593,-0.349691085153848
164,21.931,4803,39514,False,en,red,6.7,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",PG-13,2010,10,Sum.,60.0,90.38,196.44,tt1245526,red,RED,2010,111.0,"Action,Comedy,Crime",7.1,271570,"Helen Mirren,Morgan Freeman,Bruce Willis,Mary-Louise Parker",Robert Schwentke,Lorenzo di Bonaventura,,"Warren Ellis,Jon Hoeber,Erich Hoeber,Cully Hamner",Action,Comedy,Action,0.15193545187213062,0.30451233320133725
165,29.582,3832,39538,False,en,contagion,6.5,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",PG-13,2011,09,WB,60.0,75.66,137.55,tt1598778,contagion,Contagion,2011,106.0,"Action,Drama,Thriller",6.6,201536,"Gwyneth Paltrow,Matt Damon,Jude Law,Kate Winslet",Steven Soderbergh,"Michael Shamberg,Gregory Jacobs,Stacey Sher",,Scott Z. Burns,Action,Drama,Action,-0.10869628854289022,0.12271368645434222
166,18.06,380,39691,False,en,cats & dogs: the revenge of kitty galore,5.1,The ongoing war between the canine and feline species is put on hold when they join forces to thwart a rogue cat spy with her own sinister plans for conquest.,PG,2010,07,WB,85.0,43.59,113.03,tt1287468,cats & dogs: the revenge of kitty galore,Cats & Dogs: The Revenge of Kitty Galore,2010,82.0,"Action,Comedy,Family",4.3,12642,"Jack McBrayer,James Marsden,Bette Midler,Chris O'Donnell",Brad Peyton,Polly Johnsen,,"Glenn Ficarra,John Requa,Ron J. Friedman,Steve Bencich",Action,Comedy,Action,-0.21721539662535438,-0.27336529460381875
167,13.835,996,39781,False,en,the kids are all right,6.6,"Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other.",,2010,07,Focus,4.0,20.81,36.28,tt0842926,the kids are all right,The Kids Are All Right,2010,106.0,"Comedy,Drama,Romance",7.0,120656,"Mark Ruffalo,Julianne Moore,Mia Wasikowska,Annette Bening",Lisa Cholodenko,"Celine Rattray,Gary Gilbert,Jordan Horowitz,Jeffrey Kusama-Hinte",,Stuart Blumberg,Comedy,Drama,Comedy,-0.5568908266958732,-0.5547085808060298
171,9.805,96,40247,False,en,please give,6.1,"In New York City, a husband and wife butt heads with the granddaughters of the elderly woman who lives in the apartment the couple owns.",R,2010,01,SPC,3.0,4.03,4.57,tt0878835,please give,Please Give,2010,87.0,"Comedy,Drama",6.6,10652,"Rebecca Hall,Oliver Platt,Catherine Keener,Elizabeth Keener",Nicole Holofcener,Anthony Bregman,Robert Frazen,,Comedy,Drama,Comedy,-0.6972309946116537,-0.7619491577363678
172,12.887,807,40264,False,en,vampires suck,4.1,"Becca, an anxious, non-vampire teen is torn between two boys. Before she can choose, Becca must get around her controlling father, who embarrasses Becca by treating her like a child. Meanwhile, Becca's friends contend with their own romantic issues - all of which collide at the prom.",PG-13,2010,08,Fox,20.0,36.66,81.42,tt1666186,vampires suck,Vampires Suck,2010,82.0,Comedy,3.4,43984,"Jenn Proske,Matt Lanter,Diedrich Bader,Chris Riggi","Jason Friedberg,Aaron Seltzer",Peter Safran,Peck Prior,,Comedy,,Comedy,-0.3571129906908801,-0.3589539238128321
177,15.865,2250,40805,False,en,the green hornet,5.5,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz).",PG-13,2011,01,Sony,110.0,98.78,229.16,tt0990407,the green hornet,The Green Hornet,2011,119.0,"Action,Comedy,Crime",5.8,148622,"Cameron Diaz,Christoph Waltz,Seth Rogen,Jay Chou",Michel Gondry,Neal H. Moritz,,"Evan Goldberg,George W. Trendle",Action,Comedy,Action,0.296745615675484,0.40825612618195944
178,15.468,2588,40807,False,en,50/50,7.1,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",,2011,09,Sum.,8.0,35.02,41.33,tt1306980,50/50,50/50,2011,100.0,"Comedy,Drama,Romance",7.7,300475,"Anna Kendrick,Bryce Dallas Howard,Seth Rogen,Joseph Gordon-Levitt",Jonathan Levine,"Evan Goldberg,Ben Karlin",,Will Reiser,Comedy,Drama,Comedy,-0.5345408472580084,-0.37920866434714395
182,23.789,7562,41154,False,en,men in black 3,6.4,"Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",PG-13,2012,05,,215.0,179.02,654.21,tt1409024,men in black 3,Men in Black 3,2012,106.0,"Action,Adventure,Comedy",6.8,309879,"Josh Brolin,Tommy Lee Jones,Jemaine Clement,Will Smith",Barry Sonnenfeld,"Laurie MacDonald,Walter F. Parkes",,"Etan Cohen,Lowell Cunningham",Action,Adventure,Action,2.1779057661832892,1.3992563581778075
184,17.625,1248,41210,False,en,the switch,6.2,"An unmarried 40-year-old woman turns to a turkey baster in order to become pregnant. Seven years later, she reunites with her best friend, who has been living with a secret: he replaced her preferred sperm sample with his own.",PG-13,2010,05,Mira.,19.0,27.76,49.86,tt0889573,the switch,The Switch,2010,101.0,"Comedy,Drama,Romance",6.1,90661,"Jennifer Aniston,Jason Bateman,Jeff Goldblum,Patrick Wilson","Josh Gordon,Will Speck","Albert Berger,Ron Yerxa",,"Allan Loeb,Jeffrey Eugenides",Comedy,Drama,Comedy,-0.4967892978312785,-0.46887294256611023
187,19.184,1491,41216,False,en,legend of the guardians: the owls of ga'hoole,6.7,"Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.",PG,2010,07,WB,100.0,55.68,139.72,tt1219342,legend of the guardians: the owls of ga'hoole,Legend of the Guardians: The Owls of Ga'Hoole,2010,97.0,"Action,Adventure,Animation",7.0,73790,"Jim Sturgess,Hugo Weaving,Emily Barclay,David Wenham",Zack Snyder,Zareh Nalbandian,,"John Orloff,Emil Stern,Kathryn Lasky",Action,Adventure,Action,-0.09909243599236225,-0.12404833542099475
188,19.239,1388,41233,False,en,step up 3d,6.8,"A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever.",PG-13,2010,08,,30.0,42.4,165.89,tt1193631,step up 3d,Step Up 3D,2010,107.0,"Drama,Music,Romance",6.2,53081,"Sharni Vinson,Rick Malambri,Alyson Stoner,Adam Sevani",Jon M. Chu,"Jennifer Gibgot,Erik Feig",,"Duane Adler,Amy Andelson,Emily Meyer",Drama,Music,Drama,0.016729140619305156,-0.2880623319427403
189,12.578,1137,41283,False,en,faster,6.3,"After 10 years in prison, Driver is now a free man with a single focus - hunting down the people responsible for brutally murdering his brother.",R,2010,11,CBS,24.0,23.24,35.79,tt1433108,faster,Faster,2010,98.0,"Action,Crime,Drama",6.5,93618,"Dwayne Johnson,Maggie Grace,Billy Bob Thornton,Mauricio Lopez",George Tillman Jr.,"Robert Teitel,Martin Shafer,Liz Glotzer",,"Tony Gayton,Joe Gayton",Action,Crime,Action,-0.5590594385621215,-0.5246969835509213
190,10.255,115,41382,False,en,lottery ticket,5.6,Kevin Carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million,PG-13,2010,08,,17.0,24.72,24.72,tt0979434,lottery ticket,Lottery Ticket,2010,99.0,Comedy,5.0,10042,"Loretta Devine,Shad Moss,Brandon T. Jackson,Naturi Naughton",Erik White,"Broderick Johnson,Andrew A. Kosove,Matt Alvarez,Mark Burg",,Abdul Williams,Comedy,,Comedy,-0.608052363785322,-0.5064183152638593
191,12.07,1255,41402,False,en,let me in,6.7,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,R,2010,10,Over.,20.0,12.13,28.27,tt1228987,let me in,Let Me In,2010,116.0,"Drama,Fantasy,Horror",7.1,107012,"Richard Jenkins,Kodi Smit-McPhee,Chloë Grace Moretz,Cara Buono",Matt Reeves,"Tobin Armbrust,Guy East,Alexander Yves Brunner,Donna Gigliotti",,John Ajvide Lindqvist,Drama,Fantasy,Drama,-0.5923409921012784,-0.6619105002193394
192,16.273,1618,41436,False,en,paranormal activity 2,5.8,"Days after welcoming a newborn baby, Dan and Kristi Rey return home one day to find their house ransacked with seemingly no explanation. Their fear forces them to put in security cameras, which begin to capture strange activity around the house.",R,2010,10,Par.,3.0,84.75,177.51,tt1536044,paranormal activity 2,Paranormal Activity 2,2010,91.0,Horror,5.7,93122,"Katie Featherston,Micah Sloat,Molly Ephraim,David Bierend",Tod Williams,Jason Blum,,"Christopher Landon,Oren Peli,Michael R. Perry,Tom Pabst",Horror,,Horror,0.06815622201890685,0.2349792910012298
193,17.506,1964,41446,False,en,scream 4,6.3,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.",R,2011,04,W/Dim.,40.0,38.18,95.99,tt1262416,scream 4,Scream 4,2011,111.0,"Horror,Mystery",6.2,118779,"David Arquette,Neve Campbell,Lucy Hale,Courteney Cox",Wes Craven,Iya Labunka,Peter McNulty,Kevin Williamson,Horror,Mystery,Horror,-0.2926299807087634,-0.34018123746395756
195,16.208,2566,41513,False,en,the smurfs,5.7,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",PG,2011,07,Sony,110.0,142.61,563.75,tt0472181,the smurfs,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",5.5,77577,"Neil Patrick Harris,Katy Perry,Hank Azaria,Jonathan Winters",Raja Gosnell,,,"David Ronn,Jay Scherick,Peyo,J. David Stem,David N. Weiss",Adventure,Animation,Animation_Adventure,1.7775534612428443,0.9495764174129917
196,11.824,564,41515,False,en,yogi bear,5.6,"A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo, and Ranger Smith.",PG,2010,12,WB,80.0,100.25,204.77,tt1302067,yogi bear,Yogi Bear,2010,80.0,"Adventure,Animation,Comedy",4.6,18934,"Dan Aykroyd,Justin Timberlake,Anna Faris,Tom Cavanagh",Eric Brevig,,,"William Hanna,J.R. Ventimilia,Joshua Sternin,Brad Copeland,Joseph Barbera",Adventure,Animation,Animation_Adventure,0.18880185359835114,0.4264112899535683
