,popularity,vote_count,id_x,adult,original_language,title,vote_average,overview,MPAA,year,month,studio,production_budget,domestic_gross,worldwide_gross,tconst,primary_title,original_title,start_year,runtime_minutes,genres,avg_rating_imdb,num_votes_imdb,actors,directors,producers,editors,writers,primary_genre,secondary_genre,new_genre,worldwide_gross_z,domestic_gross_z
1105,26.962,3360,147441,False,en,exodus: gods and kings,5.8,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",PG-13,2014,12,Fox,140.0,65.01,268.31,tt1528100,exodus: gods and kings,Exodus: Gods and Kings,2014,150.0,"Action,Adventure,Drama",6.0,150858,"Joel Edgerton,Ben Kingsley,Sigourney Weaver,Christian Bale",Ridley Scott,Peter Chernin,,"Steven Zaillian,Adam Cooper,Bill Collage,Jeffrey Caine",Action,Adventure,Action,0.47001327805021775,-0.008818622503232206
1106,10.338,1194,147773,False,en,the way way back,7.1,"Over the course of his summer break, a teenager comes into his own thanks in part to the friendship he strikes up with one of the park's managers.",NR,2013,06,,5.0,21.5,26.85,tt1727388,the way way back,The Way Way Back,2013,103.0,"Comedy,Drama",7.4,132642,"Allison Janney,Toni Collette,Steve Carell,AnnaSophia Robb","Nat Faxon,Jim Rash","Tom Rice,Kevin J. Walsh",,,Comedy,Drama,Comedy,-0.5986255407748959,-0.5461867692397644
1114,45.982,15092,150540,False,en,inside out,7.9,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",PG,2015,06,BV,175.0,356.46,854.24,tt2096673,inside out,Inside Out,2015,95.0,"Adventure,Animation,Comedy",8.2,536181,"Amy Poehler,Bill Hader,Lewis Black,Mindy Kaling","Pete Docter,Ronnie Del Carmen",,,"Simon Rich,Meg LeFauve,Josh Cooley,Michael Arndt",Adventure,Animation,Animation_Adventure,3.063186238847861,3.590720480377997
1115,29.288,5336,150689,False,en,cinderella,6.7,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",PG,2015,03,,95.0,201.15,534.55,tt1661199,cinderella,Cinderella,2015,105.0,"Drama,Family,Fantasy",6.9,142792,"Cate Blanchett,Helena Bonham Carter,Richard Madden,Lily James",Kenneth Branagh,"David Barron,Simon Kinberg,Allison Shearmur",,"Chris Weitz,Charles Perrault",Drama,Family,Drama,1.6483218969684577,1.6725718508755654
1118,10.688,183,152259,False,en,phantom,5.9,"The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced to leave his family behind, he is charged with leading a covert mission cloaked in mystery.",R,2013,01,,18.0,1.03,1.2,tt1922685,phantom,Phantom,2013,98.0,"Drama,History,Thriller",5.9,12786,"Ed Harris,Julian Adams,David Duchovny,William Fichtner",Todd Robinson,"Pen Densham,John Watson",Terel Gibson,,Drama,History,Drama,-0.7121457333652388,-0.7990005123723044
1120,16.039,5924,152532,False,en,dallas buyers club,7.9,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",R,2013,11,Focus,5.0,27.3,60.61,tt0790636,dallas buyers club,Dallas Buyers Club,2013,117.0,"Biography,Drama",8.0,402462,"Matthew McConaughey,Steve Zahn,Jennifer Garner,Jared Leto",Jean-Marc Vallée,"Rachel Winter,Robbie Brenner",,"Craig Borten,Melisa Wallack",Biography,Drama,Biography,-0.4492126089288931,-0.4745541502769539
1124,11.212,998,152737,False,en,august: osage county,6.9,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.",,2013,12,Wein.,25.0,37.74,50.74,tt1322269,august: osage county,August: Osage County,2013,121.0,"Comedy,Drama",7.2,79383,"Juliette Lewis,Dermot Mulroney,Meryl Streep,Julia Roberts",John Wells,"George Clooney,Grant Heslov,Steve Traxler,Jean Doumanian",,Tracy Letts,Comedy,Drama,Comedy,-0.49289464794903665,-0.3456154361438949
1126,20.303,1112,152747,False,en,all is lost,6.6,"During a solo voyage in the Indian Ocean, a veteran mariner awakes to find his vessel taking on water after a collision with a stray shipping container. With his radio and navigation equipment disabled, he sails unknowingly into a violent storm and barely escapes with his life. With any luck, the ocean currents may carry him into a shipping lane -- but, with supplies dwindling and the sharks circling, the sailor is forced to face his own mortality.",PG-13,2013,08,RAtt.,8.5,6.26,10.39,tt2017038,all is lost,All Is Lost,2013,106.0,"Action,Adventure,Drama",6.9,70888,Robert Redford,J.C. Chandor,"Justin Nappi,Teddy Schwarzman,Neal Dodson,Anna Gerb",Pete Beaudreau,,Action,Adventure,Action,-0.6714731965268275,-0.7344076507903218
1127,11.511,270,152748,False,en,ain't them bodies saints,6.2,"Bob Muldoon and Ruth Guthrie, an impassioned young outlaw couple on an extended crime spree, are finally apprehended by lawmen after a shootout in the Texas hills. Although Ruth wounds a local officer, Bob takes the blame. But four years later, Bob escapes from prison and sets out to find Ruth and their daughter, born during his incarceration.",,2013,07,IFC,5.0,0.39,1.08,tt2388637,ain't them bodies saints,Ain't Them Bodies Saints,2013,96.0,"Crime,Drama,Romance",6.4,19464,"Casey Affleck,Ben Foster,Rooney Mara,Nate Parker",David Lowery,"Lars Knudsen,Cassian Elwes,Toby Halbrooks,James M. Johnston,Amy Kaufman",,,Crime,Drama,Crime,-0.7126768219855444,-0.8069048013613042
1128,11.745,2571,152760,False,en,the monuments men,6.0,"Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?",PG-13,2014,01,Sony,70.0,78.03,158.7,tt2177771,the monuments men,The Monuments Men,2014,118.0,"Comedy,Drama,History",6.1,117638,"George Clooney,Bill Murray,Matt Damon,Cate Blanchett",,,Stephen Mirrione,"Grant Heslov,Robert M. Edsel,Bret Witter",Comedy,Drama,Comedy,-0.01509191921401119,0.1519842566167321
1132,11.365,228,153158,False,es,underdogs,6.1,"In the small village where Amadeo lives there is no one good enough to challenge his skills at Table Football. But, while Amadeo may be a genius as a table football player in real life he's a loser. He's in love with Lara, his childhood friend, but he's so shy that he can't bring himself to confess his love for her. So he just hangs out in his quaint, timeless village. When Amadeo beats the village bully Flash at Table Football. The scene is set for an epic rivalry. Consumed with anger Flash vows to get even and 10 years later he returns as an International Superstar, a Football Icon and Galatico determined to wreak his revenge.",PG,2013,07,,2.5,0.04,1.39,tt1634003,underdogs,Metegol,2013,106.0,"Adventure,Animation,Family",6.5,8197,"Gabriel Almirón,Federico Cecere,Ezequiel Cipols,Luciana Falcón",Juan José Campanella,,,"David Burgess,Eduardo Sacheri,Gastón Gorali,Axel Kuschevatzky,Roberto Fontanarrosa",Adventure,Animation,Animation_Adventure,-0.7113048430497547,-0.8112274594021633
1134,20.509,2390,153518,False,en,the angry birds movie,6.1,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.",PG,2016,05,Sony,73.0,107.51,352.33,tt1985949,the angry birds movie,Angry Birds,2016,97.0,"Action,Animation,Comedy",6.3,69624,"Maya Rudolph,Jason Sudeikis,Danny McBride,Josh Gad","Clay Kaytis,Fergal Reilly",,,"John Cohen,Jon Vitti,Mikael Hed,Mikko Pöllä",Action,Animation,Animation_Action,0.8418638270342567,0.5160755681725346
1137,24.466,1443,154400,False,en,the drop,6.7,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",R,2014,09,FoxS,12.6,10.72,19.05,tt1600196,the drop,The Drop,2014,106.0,"Crime,Drama",7.1,132161,"Noomi Rapace,James Gandolfini,Matthias Schoenaerts,Tom Hardy",Michaël R. Roskam,"Peter Chernin,Dylan Clark,Mike Larocca",,Dennis Lehane,Crime,Drama,Crime,-0.6331463010947662,-0.6793246368982295
1138,9.922,698,155084,False,en,13 sins,6.2,"Drowning in debt as he's about to get married, a bright but meek salesman receives a mysterious phone call informing him that he's on a hidden-camera game show where he must execute 13 tasks to receive a multi-million dollar cash prize.",R,2014,04,RTWC,4.0,0.01,0.05,tt2059171,13 sins,13 Sins,2014,93.0,"Horror,Thriller",6.3,29550,"Tom Bower,Mark Webber,Devon Graye,Rutina Wesley",Daniel Stamm,"Kiki Miyake,Brian Kavanaugh-Jones",,"David Birke,Chookiat Sakveerakul,Eakasit Thairaat",Horror,Thriller,Horror,-0.7172353326431682,-0.8115979729485228
1139,41.264,5925,156022,False,en,the equalizer,7.2,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",R,2014,09,Sony,55.0,101.53,192.9,tt0455944,the equalizer,The Equalizer,2014,132.0,"Action,Crime,Thriller",7.2,302302,"Marton Csokas,Denzel Washington,David Harbour,Chloë Grace Moretz",Antoine Fuqua,"Todd Black,Jason Blumenthal",,"Richard Wenk,Michael Sloan,Richard Lindheim",Action,Crime,Action,0.13626833757311257,0.4422198679315679
1146,70.882,22928,157336,False,en,interstellar,8.3,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,PG-13,2014,11,Par.,165.0,188.02,666.38,tt0816692,interstellar,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334,"Matthew McConaughey,Anne Hathaway,Jessica Chastain,Mackenzie Foy",Christopher Nolan,"Emma Thomas,Lynda Obst",,Jonathan Nolan,Adventure,Drama,Adventure,2.2317670037592916,1.510410422085617
1147,25.226,9673,157350,False,en,divergent,6.9,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",PG-13,2014,03,LG/S,85.0,150.95,276.01,tt1840309,divergent,Divergent,2014,139.0,"Action,Adventure,Mystery",6.7,399703,"Kate Winslet,Jai Courtney,Theo James,Shailene Woodley",Neil Burger,"Lucy Fisher,Pouya Shahbazian",,"Evan Daugherty,Vanessa Taylor,Veronica Roth",Action,Adventure,Action,0.5040914645198333,1.0525791833008948
1148,13.535,4033,157353,False,en,transcendence,6.0,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.",PG-13,2014,04,WB,100.0,23.02,103.04,tt2209764,transcendence,Transcendence,2014,119.0,"Action,Drama,Sci-Fi",6.3,204481,"Rebecca Hall,Johnny Depp,Cillian Murphy,Morgan Freeman",Wally Pfister,"Broderick Johnson,Andrew A. Kosove,Annie Marter,Kate Cohen",,Jack Paglen,Action,Drama,Action,-0.26142852426580365,-0.52741408289089
1149,10.593,796,157354,False,en,fruitvale station,7.4,"Oakland, California. Young Afro-American Oscar Grant crosses paths with family members, friends, enemies and strangers before facing his fate on the platform at Fruitvale Station, in the early morning hours of New Year's Day 2009…",,2013,07,Wein.,0.9,16.1,17.55,tt2334649,fruitvale station,Fruitvale Station,2013,85.0,"Biography,Drama,Romance",7.5,68187,"Melonie Diaz,Michael B. Jordan,Octavia Spencer,Kevin Durand",Ryan Coogler,"Forest Whitaker,Nina Yang Bongiovi",Claudia Castello,,Biography,Drama,Biography,-0.6397849088485874,-0.6128792075844501
1153,15.228,2145,157386,False,en,the spectacular now,6.6,"Sutter, a popular party animal unexpectedly meets the introverted Aimee after waking up on a stranger's lawn. As Sutter deals with the problems in his life and Aimee plans for her future beyond school, an unexpected romance blossoms between them.",,2013,08,A24,2.5,6.85,6.92,tt1714206,the spectacular now,The Spectacular Now,2013,95.0,"Comedy,Drama,Romance",7.1,133887,"Jennifer Jason Leigh,Kyle Chandler,Miles Teller,Shailene Woodley",James Ponsoldt,"Andrew Lauren,Michelle Krumm",,"Michael H. Weber,Scott Neustadter,Tim Tharp",Comedy,Drama,Comedy,-0.6868305091306672,-0.7271208843785876
1154,22.6,2040,157433,False,en,pet sematary,5.7,"Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.",R,2019,04,,21.0,54.72,109.5,tt0837563,pet sematary,Pet Sematary,2019,101.0,"Horror,Mystery,Thriller",6.0,34472,"John Lithgow,Amy Seimetz,Jason Clarke,Jeté Laurence","Kevin Kölsch,Dennis Widmyer",Lorenzo di Bonaventura,,"Matt Greenberg,Stephen King,Jeff Buhler",Horror,Mystery,Horror,-0.23283825353934698,-0.13590476890449443
